speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
277,litsti,Little Stint,Calidris minuta,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,1.0,25.5669782,74.9129108,True,False,True,S129065522,
278,benwea1,Black-breasted Weaver,Ploceus benghalensis,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,1.0,25.5669782,74.9129108,True,False,True,S129065522,
279,comred1,Common Redshank,Tringa totanus,L22137580,Karave Wetlands,2023-02-20 09:40,1.0,19.0134464,73.0047941,True,False,False,S129066319,
280,comros,Common Rosefinch,Carpodacus erythrinus,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,1.0,25.5669782,74.9129108,True,False,True,S129065522,
281,grefla3,Greater Flamingo,Phoenicopterus roseus,L22137580,Karave Wetlands,2023-02-20 09:40,12.0,19.0134464,73.0047941,True,False,False,S129066319,
282,bkhgul,Black-headed Gull,Chroicocephalus ridibundus,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,1.0,25.5669782,74.9129108,True,False,True,S129065522,
283,lbbgul,Lesser Black-backed Gull,Larus fuscus,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,2.0,25.5669782,74.9129108,True,False,True,S129065522,
284,indthk1,Indian Thick-knee,Burhinus indicus,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,2.0,25.5669782,74.9129108,True,False,True,S129065522,
285,redava,Red Avadavat,Amandava amandava,L22137580,Karave Wetlands,2023-02-20 09:40,12.0,19.0134464,73.0047941,True,False,False,S129066319,
286,indcou1,Indian Courser,Cursorius coromandelicus,L22717374,"Amarpura Madanpura, Rajasthan, IN (25.567, 74.913)",2023-02-20 09:40,4.0,25.5669782,74.9129108,True,False,True,S129065522,
287,indbus2,Indian Bushlark,Mirafra erythroptera,L20141866,Deputy Drugs Control Office Vijayanagar 4 Stage  Mysore  Karnataka IN,2023-02-20 09:39,2.0,12.3133731,76.58862,True,False,False,S129065806,
288,baywoo1,Bay Woodpecker,Blythipicus pyrrhotis,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:35,1.0,27.0721575,92.4000808,True,False,True,S129067300,
289,orblea1,Orange-bellied Leafbird,Chloropsis hardwickii,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:35,1.0,27.0721575,92.4000808,True,False,True,S129067300,
290,eurwry,Eurasian Wryneck,Jynx torquilla,L3918455,"TS Chanakya College, Navi Mumbai",2023-02-20 09:35,1.0,19.0187716,73.005234,True,False,False,S129066467,
291,ruhpar3,White-breasted Parrotbill,Psittiparus ruficeps,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:35,6.0,27.0721575,92.4000808,True,False,True,S129067300,
292,ascspl1,Ashy-crowned Sparrow-Lark,Eremopterix griseus,L22717390,"Unnamed Road, Mukandpura, Rajasthan, IN (25.402, 75.184)",2023-02-20 09:35,3.0,25.4020183,75.1836383,True,False,True,S129065727,
293,gobrob1,Golden Bush-Robin,Tarsiger chrysaeus,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:35,1.0,27.0721575,92.4000808,True,False,True,S129067300,
294,rtwbab1,Rufous-throated Wren-Babbler,Spelaeornis caudatus,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:35,1.0,27.0721575,92.4000808,True,False,True,S129067300,
295,duswar,Dusky Warbler,Phylloscopus fuscatus,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 09:34,1.0,23.8273927,91.2946517,True,False,True,S129065630,
296,yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus,L22717532,"Waigaon - Kapsi Road, Kangaon, Maharashtra, IN (20.512, 78.614)",2023-02-20 09:34,1.0,20.5118112,78.6139171,True,False,True,S129066575,
297,comior1,Common Iora,Aegithina tiphia,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 09:34,1.0,23.8273927,91.2946517,True,False,True,S129065630,
298,grewar3,Greenish Warbler,Phylloscopus trochiloides,L14439475,"Kuzhithadam Paddy Fields, Parackal Kadavu",2023-02-20 09:33,1.0,9.5557128,76.5512511,True,False,False,S129065715,
299,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,L14439475,"Kuzhithadam Paddy Fields, Parackal Kadavu",2023-02-20 09:33,10.0,9.5557128,76.5512511,True,False,False,S129065715,
300,larwoo1,Large Woodshrike,Tephrodornis virgatus,L22717399,"37 Mile, Assam - Agartala Road, Laxmipur, Tripura, IN (23.856, 91.705)",2023-02-20 09:33,1.0,23.8560349,91.7052573,True,False,True,S129065785,
301,pagwar1,Pallas's Grasshopper Warbler,Helopsaltes certhiola,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:33,1.0,27.5675786,95.3737912,True,False,True,S129066909,
302,spbfan1,Spot-breasted Fantail,Rhipidura albogularis,L3867968,"NIBM Campus, Pune",2023-02-20 09:33,1.0,18.4752945,73.8998044,True,False,False,S129065267,
303,strgra1,Striated Grassbird,Cincloramphus palustris,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:33,1.0,27.5675786,95.3737912,True,False,True,S129066909,
304,nepful1,Nepal Fulvetta,Alcippe nipalensis,L22717331,"SP Road, Senapati, Manipur, IN (25.225, 94.199)",2023-02-20 09:32,2.0,25.2245307,94.1988968,True,False,True,S129065196,
305,placuc1,Plaintive Cuckoo,Cacomantis merulinus,L22717331,"SP Road, Senapati, Manipur, IN (25.225, 94.199)",2023-02-20 09:32,2.0,25.2245307,94.1988968,True,False,True,S129065196,
306,crefin1,Crested Finchbill,Spizixos canifrons,L22717331,"SP Road, Senapati, Manipur, IN (25.225, 94.199)",2023-02-20 09:32,2.0,25.2245307,94.1988968,True,False,True,S129065196,
307,slhpar1,Slaty-headed Parakeet,Psittacula himalayana,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,8.0,29.8908925,80.1484817,True,False,True,S129066186,
308,bucred1,Blue-capped Redstart,Phoenicurus coeruleocephala,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,1.0,29.8908925,80.1484817,True,False,True,S129066186,
309,whnwoo1,White-naped Woodpecker,Chrysocolaptes festivus,L22717264,"Visakhapatnam, Andhra Pradesh, IN (17.814, 83.347)",2023-02-20 09:31,1.0,17.8139483,83.3470704,True,False,True,S129064808,
310,strlau1,Streaked Laughingthrush,Trochalopteron lineatum,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,2.0,29.8908925,80.1484817,True,False,True,S129066186,
311,crekin1,Crested Kingfisher,Megaceryle lugubris,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,1.0,29.8908925,80.1484817,True,False,True,S129066186,
312,gyhwar2,Gray-hooded Warbler,Phylloscopus xanthoschistos,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,3.0,29.8908925,80.1484817,True,False,True,S129066186,
313,plured1,Plumbeous Redstart,Phoenicurus fuliginosus,L21484805,"Munsyari - Thal Road, Kalinag R.F., Uttarakhand, IN (29.891, 80.148)",2023-02-20 09:31,2.0,29.8908925,80.1484817,True,False,True,S129066186,
314,comkin1,Common Kingfisher,Alcedo atthis,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 09:30,1.0,11.5879847,78.70893,True,False,False,S129065291,
315,crfbar1,Malabar Barbet,Psilopogon malabaricus,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,1.0,11.5402435,76.0218501,True,False,False,S129065365,
316,rerswa1,Red-rumped Swallow,Cecropis daurica,L2945016,Kerala Agricultural University--Krishi Vignyan Kendra,2023-02-20 09:30,6.0,10.5479176,76.2688494,True,False,False,S129065317,
317,malsta1,Malabar Starling,Sturnia blythii,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,2.0,11.5402435,76.0218501,True,False,False,S129065365,
318,maghor2,Malabar Gray Hornbill,Ocyceros griseus,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,1.0,11.5402435,76.0218501,True,False,False,S129065365,
319,jerbus2,Jerdon's Bushlark,Mirafra affinis,L2945016,Kerala Agricultural University--Krishi Vignyan Kendra,2023-02-20 09:30,2.0,10.5479176,76.2688494,True,False,False,S129065317,
320,litspi1,Little Spiderhunter,Arachnothera longirostra,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,1.0,11.5402435,76.0218501,True,False,False,S129065365,
321,brodro1,Bronzed Drongo,Dicrurus aeneus,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,1.0,11.5402435,76.0218501,True,False,False,S129065365,
322,yewlap2,Yellow-wattled Lapwing,Vanellus malabaricus,L2945016,Kerala Agricultural University--Krishi Vignyan Kendra,2023-02-20 09:30,2.0,10.5479176,76.2688494,True,False,False,S129065317,
323,plaflo1,Nilgiri Flowerpecker,Dicaeum concolor,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,2.0,11.5402435,76.0218501,True,False,False,S129065365,
324,vehpar1,Vernal Hanging-Parrot,Loriculus vernalis,L4240279,"College of Veterinary and Animal Sciences, Pookode",2023-02-20 09:30,1.0,11.5402435,76.0218501,True,False,False,S129065365,
325,blasto1,Black Stork,Ciconia nigra,L17983499,Genoli talab,2023-02-20 09:29,2.0,25.20539,75.12845,True,False,True,S129065880,
326,padwar1,Paddyfield Warbler,Acrocephalus agricola,L22657085,"Rd, Kot, Rajasthan, IN (25.368, 74.074)",2023-02-20 09:28,,25.3683967,74.0736108,True,False,True,S129065334,
327,comduc2,Knob-billed Duck,Sarkidiornis melanotos,L22657085,"Rd, Kot, Rajasthan, IN (25.368, 74.074)",2023-02-20 09:28,17.0,25.3683967,74.0736108,True,False,True,S129065334,
328,werher,Western Reef-Heron,Egretta gularis,L10539351,"Thangassery-Beach Costal Road, Kollam, Kerala, IN (8.881, 76.582)",2023-02-20 09:27,2.0,8.8806357,76.5815528,True,False,True,S129065289,
329,barbut1,Barred Buttonquail,Turnix suscitator,L12669676,Rayta,2023-02-20 09:26,2.0,25.0095464,75.1248086,True,False,True,S129065678,
330,baywea1,Baya Weaver,Ploceus philippinus,L12669676,Rayta,2023-02-20 09:26,4.0,25.0095464,75.1248086,True,False,True,S129065678,
331,sirmal1,Sirkeer Malkoha,Taccocua leschenaultii,L12669676,Rayta,2023-02-20 09:26,1.0,25.0095464,75.1248086,True,False,True,S129065678,
332,subwar2,Sulphur-bellied Warbler,Phylloscopus griseolus,L17741364,"Pashangarh, Taj Safari Lodge, Panna",2023-02-20 09:25,1.0,24.6726606,80.1779652,True,False,False,S129065169,
333,gyhcaf1,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,L17741364,"Pashangarh, Taj Safari Lodge, Panna",2023-02-20 09:25,2.0,24.6726606,80.1779652,True,False,False,S129065169,
334,blttit2,Black-throated Tit,Aegithalos concinnus,L22717630,"Unnamed Road, Shannan (27.071, 92.399)",2023-02-20 09:24,2.0,27.0706601,92.3992439,True,False,True,S129067269,
335,gnlthr,Greater Necklaced Laughingthrush,Pterorhinus pectoralis,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:22,4.0,27.0135667,92.41414,True,False,True,S129064975,
336,sttbab1,Pin-striped Tit-Babbler,Mixornis gularis,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:22,2.0,27.0135667,92.41414,True,False,True,S129064975,
337,norhar1,Hen Harrier,Circus cyaneus,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:22,1.0,27.5675786,95.3737912,True,False,True,S129064631,
338,gybshr1,Gray-backed Shrike,Lanius tephronotus,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:22,1.0,27.0135667,92.41414,True,False,True,S129064975,
339,strher,Striated Heron,Butorides striata,L22717360,Jetty Bazar,2023-02-20 09:20,1.0,7.0022283,93.9338492,True,False,True,S129065408,
340,pltswi1,Plume-toed Swiftlet,Collocalia affinis,L22717360,Jetty Bazar,2023-02-20 09:20,6.0,7.0022283,93.9338492,True,False,True,S129065408,
341,coltre1,Collared Treepie,Dendrocitta frontalis,L22645433,Bamphu D. plot Eaglenest Wildlife Sanctuary,2023-02-20 09:20,1.0,27.0691537,92.4068431,True,False,True,S129064894,
342,gycmin1,Gray-chinned Minivet,Pericrocotus solaris,L22645433,Bamphu D. plot Eaglenest Wildlife Sanctuary,2023-02-20 09:20,2.0,27.0691537,92.4068431,True,False,True,S129064894,
343,yebfan1,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:19,1.0,27.0721575,92.4000808,True,False,True,S129067264,
344,orhthr1,Orange-headed Thrush,Geokichla citrina,L4025382,Wildlife Institute of India (WII)--Nature Trail & Lake,2023-02-20 09:19,1.0,30.286355,77.9744017,True,False,False,S129064924,
345,chtmin1,Chestnut-tailed Minla,Actinodura strigula,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 09:19,2.0,27.0721575,92.4000808,True,False,True,S129067264,
346,moutai2,Mountain Tailorbird,Phyllergates cucullatus,L22717027,"SP Road, Senapati, Manipur, IN (25.214, 94.202)",2023-02-20 09:18,2.0,25.2141654,94.2020927,True,False,True,S129064275,
347,hilmyn,Common Hill Myna,Gracula religiosa,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 09:18,1.0,23.8273927,91.2946517,True,False,True,S129064711,
348,brnhao1,Brown Boobook,Ninox scutulata,L12247344,"Heroor Estate, Sidapur, Kodagu IN-KA 12.30935, 75.90007",2023-02-20 09:18,1.0,12.309351,75.900069,True,False,True,S129063672,
349,rufsib1,Rufous Sibia,Heterophasia capistrata,L22717118,"5th. Mile, Gangtok, Sikkim, IN (27.345, 88.634)",2023-02-20 09:16,6.0,27.3454491,88.6337429,True,False,True,S129064060,
350,whimbr,Whimbrel,Numenius phaeopus,L10130209,"College of Fisheries, Shirgaon",2023-02-20 09:16,1.0,17.0234002,73.2977008,True,False,False,S129063964,
351,indtit1,Indian Yellow Tit,Machlolophus aplonotus,L10130209,"College of Fisheries, Shirgaon",2023-02-20 09:16,3.0,17.0234002,73.2977008,True,False,False,S129063964,
352,eutspa,Eurasian Tree Sparrow,Passer montanus,L13769792,"AUSChildrenPark I(24.695, 92.747)",2023-02-20 09:15,2.0,24.6954124,92.7468667,True,False,True,S129063145,
353,asbowl1,Asian Barred Owlet,Glaucidium cuculoides,L22717387,"Plot no. 76 Chakrata Road, Banshiwala, Uttarakhand, IN (30.346, 77.895)",2023-02-20 09:15,3.0,30.3462824,77.8947482,True,False,True,S129065684,
354,sibrub,Siberian Rubythroat,Calliope calliope,L13769792,"AUSChildrenPark I(24.695, 92.747)",2023-02-20 09:15,2.0,24.6954124,92.7468667,True,False,True,S129063145,
355,alpswi1,Alpine Swift,Apus melba,L22528974,Vaigai River Sellur,2023-02-20 09:14,2.0,9.931032,78.118925,True,False,True,S129066302,
356,grybus1,Gray Bushchat,Saxicola ferreus,L22717228,"Pfutseromi IN-NL 25.56839, 94.28773",2023-02-20 09:12,1.0,25.568388,94.287729,True,False,True,S129064598,
357,whbdro1,White-bellied Drongo,Dicrurus caerulescens,L22717181,"Unnamed Road, Bhilwara, Rajasthan, IN (25.48, 74.176)",2023-02-20 09:12,3.0,25.4799633,74.1758233,True,False,True,S129064358,
358,golbab1,Golden Babbler,Cyanoderma chrysaeum,L22717228,"Pfutseromi IN-NL 25.56839, 94.28773",2023-02-20 09:12,2.0,25.568388,94.287729,True,False,True,S129064598,
359,rucsun2,Ruby-cheeked Sunbird,Chalcoparia singalensis,L22187910,Zoo,2023-02-20 09:09,3.0,25.851323,93.716711,True,False,True,S129064121,
360,comrav,Common Raven,Corvus corax,L22717170,Jamra-Kanoi Jaisalmer,2023-02-20 09:08,1.0,26.796611,70.602164,True,False,True,S129064307,
361,cinvul1,Cinereous Vulture,Aegypius monachus,L22717170,Jamra-Kanoi Jaisalmer,2023-02-20 09:08,5.0,26.796611,70.602164,True,False,True,S129064307,
362,eurwig,Eurasian Wigeon,Mareca penelope,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:07,6.0,27.5675786,95.3737912,True,False,True,S129063890,
363,norlap,Northern Lapwing,Vanellus vanellus,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:07,1.0,27.5675786,95.3737912,True,False,True,S129063890,
364,rospip1,Rosy Pipit,Anthus roseatus,L21966243,"Embankment, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:07,4.0,27.5675786,95.3737912,True,False,True,S129063890,
365,ruclau1,Rufous-chinned Laughingthrush,Ianthocincla rufogularis,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:06,2.0,27.0135667,92.41414,True,False,True,S129064993,
366,hilpri1,Black-throated Prinia,Prinia atrogularis,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:06,2.0,27.0135667,92.41414,True,False,True,S129064993,
367,junpri1,Jungle Prinia,Prinia sylvatica,L8019059,"College of Forestry--Nursery, Dapoli",2023-02-20 09:06,1.0,17.7482893,73.1801044,True,False,False,S129064602,
368,strspi1,Streaked Spiderhunter,Arachnothera magna,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 09:06,1.0,27.0135667,92.41414,True,False,True,S129064993,
369,strbul2,Striated Bulbul,Pycnonotus striatus,L22716960,"Rishap Road, Kalimpong IN-WB 27.10912, 88.64944",2023-02-20 09:03,1.0,27.109118,88.64944,True,False,True,S129063199,
370,spofor1,Spotted Forktail,Enicurus maculatus,L22716960,"Rishap Road, Kalimpong IN-WB 27.10912, 88.64944",2023-02-20 09:03,1.0,27.109118,88.64944,True,False,True,S129063199,
371,litter1,Little Tern,Sternula albifrons,L9678793,NMMC Head Office Pond,2023-02-20 09:01,1.0,19.0124091,73.0272878,True,False,False,S129067565,
372,fuwduc,Fulvous Whistling-Duck,Dendrocygna bicolor,L22179060,"Backyard Of Maguri MotapungBeel, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:01,30.0,27.5678869,95.3737294,True,False,True,S129064045,
373,phtjac1,Pheasant-tailed Jacana,Hydrophasianus chirurgus,L22179060,"Backyard Of Maguri MotapungBeel, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:01,5.0,27.5678869,95.3737294,True,False,True,S129064045,
374,gubter1,Gull-billed Tern,Gelochelidon nilotica,L9678793,NMMC Head Office Pond,2023-02-20 09:01,9.0,19.0124091,73.0272878,True,False,False,S129067565,
375,ferduc,Ferruginous Duck,Aythya nyroca,L22179060,"Backyard Of Maguri MotapungBeel, Erasuti Gaon, Assam, IN (27.568, 95.374)",2023-02-20 09:01,5.0,27.5678869,95.3737294,True,False,True,S129064045,
376,pieavo1,Pied Avocet,Recurvirostra avosetta,L9678793,NMMC Head Office Pond,2023-02-20 09:01,5.0,19.0124091,73.0272878,True,False,False,S129067565,
377,rebpar4,Red-breasted Parakeet,Psittacula alexandri,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 09:00,3.0,23.8273927,91.2946517,True,False,True,S129063685,
378,lotpar2,Long-tailed Parakeet,Psittacula longicauda,L22716961,"Port Blair, Andaman and Nicobar Islands, IN (11.663, 92.737) Boys School Campus",2023-02-20 09:00,6.0,11.6634791,92.7366219,True,False,True,S129063202,
379,chbbun1,White-capped Bunting,Emberiza stewarti,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,3.0,30.3444356,77.9978228,True,False,False,S129066117,
380,battre1,Bar-tailed Treecreeper,Certhia himalayana,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,1.0,30.3444356,77.9978228,True,False,False,S129066117,
381,gyfwoo1,Gray-headed Woodpecker,Picus canus,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,2.0,30.3444356,77.9978228,True,False,False,S129066117,
382,blylew1,Blyth's Leaf Warbler,Phylloscopus reguloides,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,1.0,30.3444356,77.9978228,True,False,False,S129066117,
383,comsni,Common Snipe,Gallinago gallinago,L13351262,"Anandapuram Nellai Road, Kerala, IN (10.381, 76.242)",2023-02-20 09:00,1.0,10.380566,76.2419931,True,False,True,S129063622,
384,yeebab1,Yellow-eyed Babbler,Chrysomma sinense,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,6.0,30.3444356,77.9978228,True,False,False,S129066117,
385,brfwoo1,Brown-fronted Woodpecker,Dendrocoptes auriceps,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,1.0,30.3444356,77.9978228,True,False,False,S129066117,
386,andcou1,Andaman Coucal,Centropus andamanensis,L22716961,"Port Blair, Andaman and Nicobar Islands, IN (11.663, 92.737) Boys School Campus",2023-02-20 09:00,1.0,11.6634791,92.7366219,True,False,True,S129063202,
387,wallcr1,Wallcreeper,Tichodroma muraria,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,1.0,30.3444356,77.9978228,True,False,False,S129066117,
388,babcuc2,Banded Bay Cuckoo,Cacomantis sonneratii,L1968610,"Forest Research Institute (FRI), New Forest Campus",2023-02-20 09:00,1.0,30.3444356,77.9978228,True,False,False,S129066117,
389,eaywag,Eastern Yellow Wagtail,Motacilla tschutschensis,L22622291,"Andaman Castle, Mazar Pahar, South Point",2023-02-20 08:59,3.0,11.6601257,92.7537876,True,False,True,S129066178,
390,comqua1,Common Quail,Coturnix coturnix,L17915467,Charagah wala anycut,2023-02-20 08:59,1.0,25.2736225,75.1736174,True,False,True,S129063508,
391,wbseag1,White-bellied Sea-Eagle,Haliaeetus leucogaster,L22622291,"Andaman Castle, Mazar Pahar, South Point",2023-02-20 08:59,1.0,11.6601257,92.7537876,True,False,True,S129066178,
392,mawthr1,Malabar Whistling-Thrush,Myophonus horsfieldii,L13158670,Wayanad Wild,2023-02-20 08:58,1.0,11.515245,76.0393596,True,False,False,S129066618,
393,brbfly2,Brown-breasted Flycatcher,Muscicapa muttui,L13158670,Wayanad Wild,2023-02-20 08:58,1.0,11.515245,76.0393596,True,False,False,S129066618,
394,scamin3,Orange Minivet,Pericrocotus flammeus,L13158670,Wayanad Wild,2023-02-20 08:58,2.0,11.515245,76.0393596,True,False,False,S129066618,
395,cregos1,Crested Goshawk,Accipiter trivirgatus,L13158670,Wayanad Wild,2023-02-20 08:58,1.0,11.515245,76.0393596,True,False,False,S129066618,
396,robqua1,Rock Bush-Quail,Perdicula argoondah,L22716862,"Shahpura Road, Bhilwara, Rajasthan, IN (25.638, 74.881)",2023-02-20 08:53,1.0,25.6378169,74.8812712,True,False,True,S129062646,
397,thbflo1,Thick-billed Flowerpecker,Dicaeum agile,L2348198,Wildlife Institute of India (WII),2023-02-20 08:53,1.0,30.282495,77.9735059,True,False,False,S129063194,
398,emedov2,Asian Emerald Dove,Chalcophaps indica,L2348198,Wildlife Institute of India (WII),2023-02-20 08:53,1.0,30.282495,77.9735059,True,False,False,S129063194,
399,eacsun1,Crimson Sunbird,Aethopyga siparaja,L2348198,Wildlife Institute of India (WII),2023-02-20 08:53,1.0,30.282495,77.9735059,True,False,False,S129062959,
400,paifra1,Painted Francolin,Francolinus pictus,L22620558,"Chikhli, Maharashtra, IN (20.353, 76.261)Gandhi Nagar Ward No.2 Chikhli Buldhana",2023-02-20 08:53,1.0,20.3525643,76.2607653,True,False,True,S129062026,
401,sttwoo1,Streak-throated Woodpecker,Picus xanthopygaeus,L22717485,"Bandel Station North Link Road, Manushpur, West Bengal, IN (22.927, 88.378)",2023-02-20 08:52,1.0,22.92711,88.3778833,True,False,True,S129066306,
402,cinbit1,Cinnamon Bittern,Ixobrychus cinnamomeus,L22717485,"Bandel Station North Link Road, Manushpur, West Bengal, IN (22.927, 88.378)",2023-02-20 08:52,1.0,22.92711,88.3778833,True,False,True,S129066306,
403,clrwar1,Clamorous Reed Warbler,Acrocephalus stentoreus,L22717485,"Bandel Station North Link Road, Manushpur, West Bengal, IN (22.927, 88.378)",2023-02-20 08:52,2.0,22.92711,88.3778833,True,False,True,S129066306,
404,fubwoo2,Fulvous-breasted Woodpecker,Dendrocopos macei,L22717485,"Bandel Station North Link Road, Manushpur, West Bengal, IN (22.927, 88.378)",2023-02-20 08:52,1.0,22.92711,88.3778833,True,False,True,S129066306,
405,grefla1,Greater Flameback,Chrysocolaptes guttacristatus,L22717485,"Bandel Station North Link Road, Manushpur, West Bengal, IN (22.927, 88.378)",2023-02-20 08:52,2.0,22.92711,88.3778833,True,False,True,S129066306,
406,wecsun1,Vigors's Sunbird,Aethopyga vigorsii,L22717062,"Aldona, Goa, IN (15.585, 73.864)",2023-02-20 08:51,2.0,15.584914,73.8640002,True,False,True,S129063831,
407,verfly4,Verditer Flycatcher,Eumyias thalassinus,L22717062,"Aldona, Goa, IN (15.585, 73.864)",2023-02-20 08:51,1.0,15.584914,73.8640002,True,False,True,S129063831,
408,eurbla2,Indian Blackbird,Turdus simillimus,L22717062,"Aldona, Goa, IN (15.585, 73.864)",2023-02-20 08:51,1.0,15.584914,73.8640002,True,False,True,S129063831,
409,eursta,European Starling,Sturnus vulgaris,L20908965,"Unnamed Road, Khulet, Uttar Pradesh, IN (28.123, 79.058)",2023-02-20 08:51,8.0,28.1227478,79.0583768,True,False,True,S129063671,
410,rufwoo2,Rufous Woodpecker,Micropternus brachyurus,L22717062,"Aldona, Goa, IN (15.585, 73.864)",2023-02-20 08:51,2.0,15.584914,73.8640002,True,False,True,S129063831,
411,orisky1,Oriental Skylark,Alauda gulgula,L20908965,"Unnamed Road, Khulet, Uttar Pradesh, IN (28.123, 79.058)",2023-02-20 08:51,4.0,28.1227478,79.0583768,True,False,True,S129063671,
412,blwlau1,Blue-winged Laughingthrush,Trochalopteron squamatum,L22223386,"Khellong, Arunachal Pradesh, IN (27.014, 92.414)",2023-02-20 08:50,2.0,27.0135667,92.41414,True,False,True,S129062858,
413,slbfly2,Slaty-blue Flycatcher,Ficedula tricolor,L2348198,Wildlife Institute of India (WII),2023-02-20 08:45,1.0,30.282495,77.9735059,True,False,False,S129063667,
414,vefnut1,Velvet-fronted Nuthatch,Sitta frontalis,L2348198,Wildlife Institute of India (WII),2023-02-20 08:45,4.0,30.282495,77.9735059,True,False,False,S129063667,
415,parwar1,Lemon-rumped Warbler,Phylloscopus chloronotus,L2348198,Wildlife Institute of India (WII),2023-02-20 08:45,2.0,30.282495,77.9735059,True,False,False,S129063667,
416,blcbab2,Black-chinned Babbler,Cyanoderma pyrrhops,L3045952,"Sal Patch near WII, Dehradun",2023-02-20 08:43,4.0,30.2824311,77.967546,True,False,False,S129064453,
