speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
0,asikoe2,Asian Koel,Eudynamys scolopaceus,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,5.0,25.030915,75.0739375,True,False,True,S129066489,
1,commyn,Common Myna,Acridotheres tristis,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,6.0,25.030915,75.0739375,True,False,True,S129066489,
2,compea,Indian Peafowl,Pavo cristatus,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,2.0,25.030915,75.0739375,True,False,True,S129066489,
3,houspa,House Sparrow,Passer domesticus,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,19.0,25.030915,75.0739375,True,False,True,S129066489,
4,houcro1,House Crow,Corvus splendens,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,22.0,25.030915,75.0739375,True,False,True,S129066489,
5,rorpar,Rose-ringed Parakeet,Psittacula krameri,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,11.0,25.030915,75.0739375,True,False,True,S129066489,
6,greegr,Great Egret,Ardea alba,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,5.0,25.030915,75.0739375,True,False,True,S129066489,
7,rocpig,Rock Pigeon,Columba livia,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,15.0,25.030915,75.0739375,True,False,True,S129066489,N
8,cohcuc1,Common Hawk-Cuckoo,Hierococcyx varius,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,2.0,25.030915,75.0739375,True,False,True,S129066489,
9,gryfra,Gray Francolin,Ortygornis pondicerianus,L22576253,"Thukrai, Rajasthan, IN (25.031, 75.074)",2023-02-20 22:04,3.0,25.030915,75.0739375,True,False,True,S129066489,
10,combab3,Common Babbler,Argya caudata,L22681771,"Negarion Ka Khera, Rajasthan, IN (25.174, 74.091)",2023-02-20 10:35,2.0,25.1743249,74.0914426,True,False,True,S129067299,
11,bladro1,Black Drongo,Dicrurus macrocercus,L22681771,"Negarion Ka Khera, Rajasthan, IN (25.174, 74.091)",2023-02-20 10:35,7.0,25.1743249,74.0914426,True,False,True,S129067299,
12,indrob1,Indian Robin,Copsychus fulicatus,L22681771,"Negarion Ka Khera, Rajasthan, IN (25.174, 74.091)",2023-02-20 10:35,25.0,25.1743249,74.0914426,True,False,True,S129067299,
13,integr,Intermediate Egret,Ardea intermedia,L22717691,"Thirukkattupalli, Tamil Nadu, IN (10.849, 78.946)",2023-02-20 10:30,1.0,10.8493978,78.9462619,True,False,True,S129067637,
14,litegr,Little Egret,Egretta garzetta,L22717691,"Thirukkattupalli, Tamil Nadu, IN (10.849, 78.946)",2023-02-20 10:30,2.0,10.8493978,78.9462619,True,False,True,S129067637,
15,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,L22717691,"Thirukkattupalli, Tamil Nadu, IN (10.849, 78.946)",2023-02-20 10:30,11.0,10.8493978,78.9462619,True,False,True,S129067637,
16,litcor1,Little Cormorant,Microcarbo niger,L22717691,"Thirukkattupalli, Tamil Nadu, IN (10.849, 78.946)",2023-02-20 10:30,2.0,10.8493978,78.9462619,True,False,True,S129067637,
17,comsan,Common Sandpiper,Actitis hypoleucos,L3337954,Velsao Beach,2023-02-20 10:23,8.0,15.3541503,73.8834214,True,False,False,S129067403,
18,brakit1,Brahminy Kite,Haliastur indus,L3337954,Velsao Beach,2023-02-20 10:23,1.0,15.3541503,73.8834214,True,False,False,S129067403,
19,whebul1,White-eared Bulbul,Pycnonotus leucotis,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,2.0,28.031335,73.313114,True,False,True,S129067528,
20,eucdov,Eurasian Collared-Dove,Streptopelia decaocto,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,2.0,28.031335,73.313114,True,False,True,S129067528,
21,laudov1,Laughing Dove,Spilopelia senegalensis,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,1.0,28.031335,73.313114,True,False,True,S129067528,
22,rewlap1,Red-wattled Lapwing,Vanellus indicus,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,1.0,28.031335,73.313114,True,False,True,S129067528,
23,pursun4,Purple Sunbird,Cinnyris asiaticus,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,2.0,28.031335,73.313114,True,False,True,S129067528,
24,shikra1,Shikra,Accipiter badius,L22717676,"Vyas Classes, Amarsinghpura, Bikaner IN-RJ 28.03133, 73.31311",2023-02-20 10:21,1.0,28.031335,73.313114,True,False,True,S129067528,
25,blakit1,Black Kite,Milvus migrans,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,5.0,13.0802175,77.5750744,True,False,False,S129067404,
26,whcbar1,White-cheeked Barbet,Psilopogon viridis,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,5.0,13.0802175,77.5750744,True,False,False,S129067404,
27,rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,2.0,13.0802175,77.5750744,True,False,False,S129067404,
28,ashdro1,Ashy Drongo,Dicrurus leucophaeus,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,1.0,13.0802175,77.5750744,True,False,False,S129067404,
29,pabflo1,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,2.0,13.0802175,77.5750744,True,False,False,S129067404,
30,pursun3,Purple-rumped Sunbird,Leptocoma zeylonica,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,7.0,13.0802175,77.5750744,True,False,False,S129067404,
31,gretit2,Cinereous Tit,Parus cinereus,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,2.0,13.0802175,77.5750744,True,False,False,S129067404,
32,copbar1,Coppersmith Barbet,Psilopogon haemacephalus,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,1.0,13.0802175,77.5750744,True,False,False,S129067404,
33,bkhcus1,Black-headed Cuckooshrike,Lalage melanoptera,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,2.0,13.0802175,77.5750744,True,False,False,S129067404,
34,comtai1,Common Tailorbird,Orthotomus sutorius,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,2.0,13.0802175,77.5750744,True,False,False,S129067404,
35,mowowl1,Mottled Wood-Owl,Strix ocellata,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,1.0,13.0802175,77.5750744,True,False,False,S129067404,
36,labcro1,Large-billed Crow,Corvus macrorhynchos,L2676130,GKVK Campus--Botanical Garden,2023-02-20 10:19,4.0,13.0802175,77.5750744,True,False,False,S129067404,
37,lobsun2,Loten's Sunbird,Cinnyris lotenius,L17803767,Mekrakattu,2023-02-20 10:15,2.0,9.6667875,76.3550267,True,False,True,S129067445,
38,ingori1,Indian Golden Oriole,Oriolus kundoo,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
39,spodov,Spotted Dove,Spilopelia chinensis,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
40,ruftre2,Rufous Treepie,Dendrocitta vagabunda,L17803767,Mekrakattu,2023-02-20 10:15,3.0,9.6667875,76.3550267,True,False,True,S129067445,
41,whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
42,btbeat1,Blue-tailed Bee-eater,Merops philippinus,L17803767,Mekrakattu,2023-02-20 10:15,5.0,9.6667875,76.3550267,True,False,True,S129067445,
43,inpher1,Indian Pond-Heron,Ardeola grayii,L17803767,Mekrakattu,2023-02-20 10:15,4.0,9.6667875,76.3550267,True,False,True,S129067445,
44,junowl1,Jungle Owlet,Glaucidium radiatum,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
45,grtdro1,Greater Racket-tailed Drongo,Dicrurus paradiseus,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
46,categr,Cattle Egret,Bubulcus ibis,L17803767,Mekrakattu,2023-02-20 10:15,8.0,9.6667875,76.3550267,True,False,True,S129067445,
47,whtkin2,White-throated Kingfisher,Halcyon smyrnensis,L17803767,Mekrakattu,2023-02-20 10:15,4.0,9.6667875,76.3550267,True,False,True,S129067445,
48,junbab2,Jungle Babbler,Argya striata,L17803767,Mekrakattu,2023-02-20 10:15,6.0,9.6667875,76.3550267,True,False,True,S129067445,
49,bkrfla1,Black-rumped Flameback,Dinopium benghalense,L17803767,Mekrakattu,2023-02-20 10:15,2.0,9.6667875,76.3550267,True,False,True,S129067445,
50,blhori1,Black-hooded Oriole,Oriolus xanthornus,L17803767,Mekrakattu,2023-02-20 10:15,2.0,9.6667875,76.3550267,True,False,True,S129067445,
51,magrob,Oriental Magpie-Robin,Copsychus saularis,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
52,grecou1,Greater Coucal,Centropus sinensis,L17803767,Mekrakattu,2023-02-20 10:15,1.0,9.6667875,76.3550267,True,False,True,S129067445,
53,smamin1,Small Minivet,Pericrocotus cinnamomeus,L5083268,Rajapalayam Rajus' College,2023-02-20 10:14,2.0,9.4663862,77.5291818,True,False,False,S129067136,
54,orihob2,Oriental Honey-buzzard,Pernis ptilorhynchus,L5083268,Rajapalayam Rajus' College,2023-02-20 10:14,1.0,9.4663862,77.5291818,True,False,False,S129067136,
55,indrol2,Indian Roller,Coracias benghalensis,L17801622,"Dodhra, Maharashtra, IN (20.137, 76.175)",2023-02-20 10:12,2.0,20.1371368,76.1750181,True,False,True,S129067568,
56,brasta1,Brahminy Starling,Sturnia pagodarum,L16973738,"Park, Pocket 40, CR Park",2023-02-20 10:12,2.0,28.541893,77.249599,True,False,True,S129067627,
57,revbul,Red-vented Bulbul,Pycnonotus cafer,L2502929,Salim Ali Centre for Ornithology and Natural History (SACON),2023-02-20 10:12,4.0,11.0925172,76.7866176,True,False,False,S129067550,
58,indwhe1,Indian White-eye,Zosterops palpebrosus,L16973738,"Park, Pocket 40, CR Park",2023-02-20 10:12,2.0,28.541893,77.249599,True,False,True,S129067627,
59,chbsan,Chestnut-bellied Sandgrouse,Pterocles exustus,L22717683,"Nabdungar Temme- Khaba Gaon Jaisalmer IN-RJ 26.79738, 70.69115",2023-02-20 10:11,2.0,26.797384,70.691148,True,False,True,S129067571,
60,trufin2,Trumpeter Finch,Bucanetes githagineus,L22717683,"Nabdungar Temme- Khaba Gaon Jaisalmer IN-RJ 26.79738, 70.69115",2023-02-20 10:11,32.0,26.797384,70.691148,True,False,True,S129067571,
61,linbar1,Lineated Barbet,Psilopogon lineatus,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 10:10,1.0,23.8273927,91.2946517,True,False,True,S129067498,
62,blaeag1,Black Eagle,Ictinaetus malaiensis,L22717623,"Unnamed Road, Shannan (27.067, 92.409)",2023-02-20 10:10,1.0,27.0668206,92.4090387,True,False,True,S129067209,
63,ashpri1,Ashy Prinia,Prinia socialis,L3148022,Fergusson College Campus,2023-02-20 10:10,1.0,18.5227923,73.839995,True,False,False,S129067511,
64,gycwar2,Gray-cheeked Warbler,Phylloscopus poliogenys,L22717623,"Unnamed Road, Shannan (27.067, 92.409)",2023-02-20 10:10,1.0,27.0668206,92.4090387,True,False,True,S129067209,
65,blcyuh1,Black-chinned Yuhina,Yuhina nigrimenta,L22717623,"Unnamed Road, Shannan (27.067, 92.409)",2023-02-20 10:10,13.0,27.0668206,92.4090387,True,False,True,S129067209,
66,chtsta2,Chestnut-tailed Starling,Sturnia malabarica,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 10:10,1.0,23.8273927,91.2946517,True,False,True,S129067498,
67,stbkin1,Stork-billed Kingfisher,Pelargopsis capensis,L5405525,Collegetilla Ecopark 23.827x91.295 - 05-Feb-2017 6:44 PM,2023-02-20 10:10,1.0,23.8273927,91.2946517,True,False,True,S129067498,
68,grebar1,Great Barbet,Psilopogon virens,L22717623,"Unnamed Road, Shannan (27.067, 92.409)",2023-02-20 10:10,1.0,27.0668206,92.4090387,True,False,True,S129067209,
69,ultfly1,Ultramarine Flycatcher,Ficedula superciliaris,L22717669,"Cart Road, Shimla, Himachal Pradesh, IN (31.104, 77.159)",2023-02-20 10:08,1.0,31.1043645,77.1593042,True,False,True,S129067496,
70,whiyuh1,Whiskered Yuhina,Yuhina flavicollis,L22717669,"Cart Road, Shimla, Himachal Pradesh, IN (31.104, 77.159)",2023-02-20 10:08,1.0,31.1043645,77.1593042,True,False,True,S129067496,
71,coatit2,Coal Tit,Periparus ater,L22717669,"Cart Road, Shimla, Himachal Pradesh, IN (31.104, 77.159)",2023-02-20 10:08,1.0,31.1043645,77.1593042,True,False,True,S129067496,
72,rocbun1,Rock Bunting,Emberiza cia,L22717669,"Cart Road, Shimla, Himachal Pradesh, IN (31.104, 77.159)",2023-02-20 10:08,2.0,31.1043645,77.1593042,True,False,True,S129067496,
73,whbwag1,White-browed Wagtail,Motacilla maderaspatensis,L6924901,"Almas Hospital Road, Kottakkal, Kerala, IN (11.001, 75.991)",2023-02-20 10:08,2.0,11.000799,75.9905333,True,False,True,S129066878,
74,commoo3,Eurasian Moorhen,Gallinula chloropus,L22643711,"Godam Gabda Talab, Noorsarai (25.276, 85.456)",2023-02-20 10:07,7.0,25.2760275,85.4558225,True,False,True,S129067095,
75,lewduc1,Lesser Whistling-Duck,Dendrocygna javanica,L22643711,"Godam Gabda Talab, Noorsarai (25.276, 85.456)",2023-02-20 10:07,6.0,25.2760275,85.4558225,True,False,True,S129067095,
76,blnori1,Black-naped Oriole,Oriolus chinensis,L12012553,"Kavil, Kodakara, Kerala, IN (10.378, 76.306)",2023-02-20 10:05,1.0,10.3783386,76.30635,True,False,True,S129067239,
77,aspfly1,Indian Paradise-Flycatcher,Terpsiphone paradisi,L12012553,"Kavil, Kodakara, Kerala, IN (10.378, 76.306)",2023-02-20 10:05,1.0,10.3783386,76.30635,True,False,True,S129067239,
78,runhor1,Rufous-necked Hornbill,Aceros nipalensis,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 10:05,1.0,27.0721575,92.4000808,True,False,True,S129067364,
79,rucbab1,Rufous-capped Babbler,Cyanoderma ruficeps,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 10:05,1.0,27.0721575,92.4000808,True,False,True,S129067364,
80,whgfly1,White-gorgeted Flycatcher,Anthipes monileger,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 10:05,1.0,27.0721575,92.4000808,True,False,True,S129067364,
81,cobscb1,Black-crowned Scimitar-Babbler,Pomatorhinus ferruginosus,L22645413,"Bamphu Road, Eaglenest Wildlife Sanctuary",2023-02-20 10:05,1.0,27.0721575,92.4000808,True,False,True,S129067364,
82,grnwar1,Green Warbler,Phylloscopus nitidus,L12012553,"Kavil, Kodakara, Kerala, IN (10.378, 76.306)",2023-02-20 10:05,3.0,10.3783386,76.30635,True,False,True,S129067239,
83,jerlea1,Jerdon's Leafbird,Chloropsis jerdoni,L12012553,"Kavil, Kodakara, Kerala, IN (10.378, 76.306)",2023-02-20 10:05,2.0,10.3783386,76.30635,True,False,True,S129067239,
84,sibsto1,Siberian Stonechat,Saxicola maurus,L22137580,Karave Wetlands,2023-02-20 10:04,1.0,19.0134464,73.0047941,True,False,False,S129067463,
85,paisto1,Painted Stork,Mycteria leucocephala,L22137580,Karave Wetlands,2023-02-20 10:04,6.0,19.0134464,73.0047941,True,False,False,S129067463,
86,grnbee3,Asian Green Bee-eater,Merops orientalis,L22137580,Karave Wetlands,2023-02-20 10:04,3.0,19.0134464,73.0047941,True,False,False,S129067463,
87,plapri1,Plain Prinia,Prinia inornata,L22137580,Karave Wetlands,2023-02-20 10:04,2.0,19.0134464,73.0047941,True,False,False,S129067463,
88,oripip1,Paddyfield Pipit,Anthus rufulus,L22643103,"Unnamed Road, Jainagar, Rajasthan, IN (25.023, 74.982)",2023-02-20 10:03,16.0,25.023075,74.98180669999999,True,False,True,S129066400,
89,whrmun,White-rumped Munia,Lonchura striata,L8019059,"College of Forestry--Nursery, Dapoli",2023-02-20 10:02,9.0,17.7482893,73.1801044,True,False,False,S129067281,
90,taifly1,Taiga Flycatcher,Ficedula albicilla,L3148022,Fergusson College Campus,2023-02-20 10:02,1.0,18.5227923,73.839995,True,False,False,S129067599,
91,piekin1,Pied Kingfisher,Ceryle rudis,L3823608,Hokersar Wetland,2023-02-20 10:02,2.0,34.1025659,74.711194,True,False,False,S129067332,
92,norpin,Northern Pintail,Anas acuta,L3823608,Hokersar Wetland,2023-02-20 10:02,23.0,34.1025659,74.711194,True,False,False,S129067332,
93,norsho,Northern Shoveler,Spatula clypeata,L3823608,Hokersar Wetland,2023-02-20 10:02,23.0,34.1025659,74.711194,True,False,False,S129067332,
94,gargan,Garganey,Spatula querquedula,L3823608,Hokersar Wetland,2023-02-20 10:02,15.0,34.1025659,74.711194,True,False,False,S129067332,
95,compoc,Common Pochard,Aythya ferina,L3823608,Hokersar Wetland,2023-02-20 10:02,27.0,34.1025659,74.711194,True,False,False,S129067332,
96,whcbul2,Himalayan Bulbul,Pycnonotus leucogenys,L3823608,Hokersar Wetland,2023-02-20 10:02,2.0,34.1025659,74.711194,True,False,False,S129067332,
97,brhbar1,Brown-headed Barbet,Psilopogon zeylanicus,L8019059,"College of Forestry--Nursery, Dapoli",2023-02-20 10:02,2.0,17.7482893,73.1801044,True,False,False,S129067281,
98,duscrm1,Dusky Crag-Martin,Ptyonoprogne concolor,L3148022,Fergusson College Campus,2023-02-20 10:02,3.0,18.5227923,73.839995,True,False,False,S129067599,
99,purher1,Purple Heron,Ardea purpurea,L22717506,"Chennithala, Kerala, IN (9.288, 76.525)",2023-02-20 10:02,1.0,9.2884066,76.5252353,True,False,True,S129066404,
100,purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,L3823608,Hokersar Wetland,2023-02-20 10:02,2.0,34.1025659,74.711194,True,False,False,S129067332,
101,recpoc,Red-crested Pochard,Netta rufina,L3823608,Hokersar Wetland,2023-02-20 10:02,2.0,34.1025659,74.711194,True,False,False,S129067332,
102,commer,Common Merganser,Mergus merganser,L3823608,Hokersar Wetland,2023-02-20 10:02,5.0,34.1025659,74.711194,True,False,False,S129067332,
103,alepar2,Alexandrine Parakeet,Psittacula eupatria,L3148022,Fergusson College Campus,2023-02-20 10:02,2.0,18.5227923,73.839995,True,False,False,S129067599,
104,blwthr1,Blue Whistling-Thrush,Myophonus caeruleus,L3823608,Hokersar Wetland,2023-02-20 10:02,1.0,34.1025659,74.711194,True,False,False,S129067332,
105,goflea1,Golden-fronted Leafbird,Chloropsis aurifrons,L3086715,Kerala Agricultural University--General Area,2023-02-20 10:01,1.0,10.5479387,76.2845135,True,False,False,S129067054,
106,egyvul1,Egyptian Vulture,Neophron percnopterus,L16357156,Ghanauli,2023-02-20 10:01,12.0,31.0417331,76.5983548,True,False,False,S129066239,
107,zitcis1,Zitting Cisticola,Cisticola juncidis,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,1.0,11.5879847,78.70893,True,False,False,S129066970,
108,whbbul2,White-browed Bulbul,Pycnonotus luteolus,L2945016,Kerala Agricultural University--Krishi Vignyan Kendra,2023-02-20 10:00,4.0,10.5479176,76.2688494,True,False,False,S129067165,
109,litgre1,Little Grebe,Tachybaptus ruficollis,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,2.0,11.5879847,78.70893,True,False,False,S129066970,
110,lagbab2,Large Gray Babbler,Argya malcolmi,L22004177,"Andavar Nagar & Surrounds, Manivilundhan South, Sarvoy Main Road",2023-02-20 10:00,1.0,11.5785685,78.7114483,True,False,False,S129066976,
111,graher1,Gray Heron,Ardea cinerea,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,1.0,11.5879847,78.70893,True,False,False,S129066970,
112,aspswi1,Asian Palm Swift,Cypsiurus balasiensis,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,8.0,11.5879847,78.70893,True,False,False,S129066970,
113,comwoo1,Common Woodshrike,Tephrodornis pondicerianus,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,1.0,11.5879847,78.70893,True,False,False,S129066970,
114,yebbab1,Yellow-billed Babbler,Argya affinis,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,6.0,11.5879847,78.70893,True,False,False,S129066970,
115,nutman,Scaly-breasted Munia,Lonchura punctulata,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,7.0,11.5879847,78.70893,True,False,False,S129066970,
116,bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,6.0,11.5879847,78.70893,True,False,False,S129066970,
117,indpit1,Indian Pitta,Pitta brachyura,L2945016,Kerala Agricultural University--Krishi Vignyan Kendra,2023-02-20 10:00,1.0,10.5479176,76.2688494,True,False,False,S129067165,
118,boowar1,Booted Warbler,Iduna caligata,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,1.0,11.5879847,78.70893,True,False,False,S129066970,
119,bkwsti,Black-winged Stilt,Himantopus himantopus,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,5.0,11.5879847,78.70893,True,False,False,S129066970,
120,gloibi,Glossy Ibis,Plegadis falcinellus,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,25.0,11.5879847,78.70893,True,False,False,S129066970,
121,chspet1,Yellow-throated Sparrow,Gymnoris xanthocollis,L22004177,"Andavar Nagar & Surrounds, Manivilundhan South, Sarvoy Main Road",2023-02-20 10:00,1.0,11.5785685,78.7114483,True,False,False,S129066976,
122,blrwar1,Blyth's Reed Warbler,Acrocephalus dumetorum,L22004177,"Andavar Nagar & Surrounds, Manivilundhan South, Sarvoy Main Road",2023-02-20 10:00,1.0,11.5785685,78.7114483,True,False,False,S129066976,
123,ashwoo2,Ashy Woodswallow,Artamus fuscus,L4747523,Manivilundhan Old Tank (Manivizhundhan Lake) மணிவிழுந்தான் பழைய ஏரி,2023-02-20 10:00,1.0,11.5879847,78.70893,True,False,False,S129066970,
124,colowl1,Collared Owlet,Taenioptynx brodiei,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,1.0,27.1067329,88.6537004,True,False,True,S129066607,
125,grbtit1,Green-backed Tit,Parus monticolus,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,4.0,27.1067329,88.6537004,True,False,True,S129066607,
126,gonfin1,Gold-naped Finch,Pyrrhoplectes epauletta,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,4.0,27.1067329,88.6537004,True,False,True,S129066607,
127,grejun2,Gray Junglefowl,Gallus sonneratii,L14015342,Chanakakkulam,2023-02-20 09:59,1.0,9.6070218,76.8126778,True,False,False,S129066578,
128,scbcup3,Scaly-breasted Cupwing,Pnoepyga albiventer,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,1.0,27.1067329,88.6537004,True,False,True,S129066607,
129,yectit1,Yellow-cheeked Tit,Machlolophus spilonotus,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,1.0,27.1067329,88.6537004,True,False,True,S129066607,
130,greyel1,Greater Yellownape,Chrysophlegma flavinucha,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,2.0,27.1067329,88.6537004,True,False,True,S129066607,
131,fitsun1,Fire-tailed Sunbird,Aethopyga ignicauda,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,3.0,27.1067329,88.6537004,True,False,True,S129066607,
132,grnsan,Green Sandpiper,Tringa ochropus,L17992440,Ganauli main road bargad ke ped ke pass,2023-02-20 09:59,3.0,25.203202,75.131841,True,False,True,S129066482,
133,fibflo2,Fire-breasted Flowerpecker,Dicaeum ignipectus,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,2.0,27.1067329,88.6537004,True,False,True,S129066607,
134,scafin1,Scarlet Finch,Carpodacus sipahi,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,2.0,27.1067329,88.6537004,True,False,True,S129066607,
135,yebbul3,Yellow-browed Bulbul,Iole indica,L14015342,Chanakakkulam,2023-02-20 09:59,4.0,9.6070218,76.8126778,True,False,False,S129066578,
136,ortdov,Oriental Turtle-Dove,Streptopelia orientalis,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,1.0,27.1067329,88.6537004,True,False,True,S129066607,
137,aspsta2,Indian Pied Starling,Gracupica contra,L17992440,Ganauli main road bargad ke ped ke pass,2023-02-20 09:59,9.0,25.203202,75.131841,True,False,True,S129066482,
138,grtsun1,Green-tailed Sunbird,Aethopyga nipalensis,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,6.0,27.1067329,88.6537004,True,False,True,S129066607,
139,banmyn1,Bank Myna,Acridotheres ginginianus,L17992440,Ganauli main road bargad ke ped ke pass,2023-02-20 09:59,5.0,25.203202,75.131841,True,False,True,S129066482,
140,whwred2,White-winged Redstart,Phoenicurus erythrogastrus,L22717598,"University  of Ladakh Leh Campus (34.186, 77.413)",2023-02-20 09:59,1.0,34.1861602,77.41324,True,False,True,S129067009,
141,olbpip,Olive-backed Pipit,Anthus hodgsoni,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,2.0,27.1067329,88.6537004,True,False,True,S129066607,
142,whtlau1,White-throated Laughingthrush,Pterorhinus albogularis,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,3.0,27.1067329,88.6537004,True,False,True,S129066607,
143,ruwful1,Rufous-winged Fulvetta,Schoeniparus castaneceps,L22717539,"Unnamed Road, Rishop, West Bengal, IN (27.107, 88.654)",2023-02-20 09:59,6.0,27.1067329,88.6537004,True,False,True,S129066607,
